Numero de documentos (preguntas) del corpus : 991
Numero de palabras del corpus: 2046
Palabra: 0 Frec: 41 LogProb: -5.978222494956097
Palabra: 00 Frec: 0 LogProb: -9.715892113239466
Palabra: 000 Frec: 0 LogProb: -9.715892113239466
Palabra: 0000 Frec: 0 LogProb: -9.715892113239466
Palabra: 00237 Frec: 0 LogProb: -9.715892113239466
Palabra: 004 Frec: 0 LogProb: -9.715892113239466
Palabra: 00600 Frec: 0 LogProb: -9.715892113239466
Palabra: 009 Frec: 0 LogProb: -9.715892113239466
Palabra: 00936 Frec: 0 LogProb: -9.715892113239466
Palabra: 01 Frec: 0 LogProb: -9.715892113239466
Palabra: 01031 Frec: 0 LogProb: -9.715892113239466
Palabra: 01654 Frec: 0 LogProb: -9.715892113239466
Palabra: 01722 Frec: 0 LogProb: -9.715892113239466
Palabra: 01775 Frec: 0 LogProb: -9.715892113239466
Palabra: 01830 Frec: 0 LogProb: -9.715892113239466
Palabra: 02 Frec: 0 LogProb: -9.715892113239466
Palabra: 02287e Frec: 0 LogProb: -9.715892113239466
Palabra: 03 Frec: 0 LogProb: -9.715892113239466
Palabra: 04 Frec: 0 LogProb: -9.715892113239466
Palabra: 047 Frec: 0 LogProb: -9.715892113239466
Palabra: 05 Frec: 0 LogProb: -9.715892113239466
Palabra: 07 Frec: 0 LogProb: -9.715892113239466
Palabra: 08 Frec: 0 LogProb: -9.715892113239466
Palabra: 08177 Frec: 0 LogProb: -9.715892113239466
Palabra: 09 Frec: 0 LogProb: -9.715892113239466
Palabra: 0M4 Frec: 1 LogProb: -9.02274493267952
Palabra: 0b Frec: 0 LogProb: -9.715892113239466
Palabra: 0kb Frec: 0 LogProb: -9.715892113239466
Palabra: 0s Frec: 0 LogProb: -9.715892113239466
Palabra: 0x123456789 Frec: 0 LogProb: -9.715892113239466
Palabra: 0x18a15e0 Frec: 0 LogProb: -9.715892113239466
Palabra: 0x80000022 Frec: 0 LogProb: -9.715892113239466
Palabra: 0x80004005 Frec: 0 LogProb: -9.715892113239466
Palabra: 0x8004D024 Frec: 0 LogProb: -9.715892113239466
Palabra: 0x800A03EC Frec: 0 LogProb: -9.715892113239466
Palabra: 0x800a03ec Frec: 0 LogProb: -9.715892113239466
Palabra: 1 Frec: 8 LogProb: -7.518667535903246
Palabra: 10 Frec: 0 LogProb: -9.715892113239466
Palabra: 100 Frec: 0 LogProb: -9.715892113239466
Palabra: 1000 Frec: 0 LogProb: -9.715892113239466
Palabra: 1004 Frec: 0 LogProb: -9.715892113239466
Palabra: 1022868890 Frec: 0 LogProb: -9.715892113239466
Palabra: 1024HLS Frec: 0 LogProb: -9.715892113239466
Palabra: 1054 Frec: 0 LogProb: -9.715892113239466
Palabra: 109 Frec: 0 LogProb: -9.715892113239466
Palabra: 10G Frec: 0 LogProb: -9.715892113239466
Palabra: 10cent Frec: 0 LogProb: -9.715892113239466
Palabra: 10g Frec: 0 LogProb: -9.715892113239466
Palabra: 10gAS Frec: 0 LogProb: -9.715892113239466
