Numero de documentos (preguntas) del corpus : 991
Numero de palabras del corpus: 2009
Palabra: 0 Frec: 2 LogProb: -8.615045591583742
Palabra: 00 Frec: 0 LogProb: -9.713657880251851
Palabra: 000 Frec: 0 LogProb: -9.713657880251851
Palabra: 0000 Frec: 0 LogProb: -9.713657880251851
Palabra: 00237 Frec: 0 LogProb: -9.713657880251851
Palabra: 004 Frec: 0 LogProb: -9.713657880251851
Palabra: 00600 Frec: 0 LogProb: -9.713657880251851
Palabra: 009 Frec: 0 LogProb: -9.713657880251851
Palabra: 00936 Frec: 0 LogProb: -9.713657880251851
Palabra: 01 Frec: 0 LogProb: -9.713657880251851
Palabra: 01031 Frec: 0 LogProb: -9.713657880251851
Palabra: 01654 Frec: 0 LogProb: -9.713657880251851
Palabra: 01722 Frec: 0 LogProb: -9.713657880251851
Palabra: 01775 Frec: 0 LogProb: -9.713657880251851
Palabra: 01830 Frec: 0 LogProb: -9.713657880251851
Palabra: 02 Frec: 0 LogProb: -9.713657880251851
Palabra: 02287e Frec: 0 LogProb: -9.713657880251851
Palabra: 03 Frec: 0 LogProb: -9.713657880251851
Palabra: 04 Frec: 0 LogProb: -9.713657880251851
Palabra: 047 Frec: 0 LogProb: -9.713657880251851
Palabra: 05 Frec: 0 LogProb: -9.713657880251851
Palabra: 07 Frec: 0 LogProb: -9.713657880251851
Palabra: 08 Frec: 0 LogProb: -9.713657880251851
Palabra: 08177 Frec: 0 LogProb: -9.713657880251851
Palabra: 09 Frec: 0 LogProb: -9.713657880251851
Palabra: 0M4 Frec: 0 LogProb: -9.713657880251851
Palabra: 0b Frec: 0 LogProb: -9.713657880251851
Palabra: 0kb Frec: 0 LogProb: -9.713657880251851
Palabra: 0s Frec: 0 LogProb: -9.713657880251851
Palabra: 0x123456789 Frec: 0 LogProb: -9.713657880251851
Palabra: 0x18a15e0 Frec: 0 LogProb: -9.713657880251851
Palabra: 0x80000022 Frec: 0 LogProb: -9.713657880251851
Palabra: 0x80004005 Frec: 0 LogProb: -9.713657880251851
Palabra: 0x8004D024 Frec: 0 LogProb: -9.713657880251851
Palabra: 0x800A03EC Frec: 0 LogProb: -9.713657880251851
Palabra: 0x800a03ec Frec: 0 LogProb: -9.713657880251851
Palabra: 1 Frec: 15 LogProb: -6.941069158012071
Palabra: 10 Frec: 0 LogProb: -9.713657880251851
Palabra: 100 Frec: 0 LogProb: -9.713657880251851
Palabra: 1000 Frec: 0 LogProb: -9.713657880251851
Palabra: 1004 Frec: 0 LogProb: -9.713657880251851
Palabra: 1022868890 Frec: 0 LogProb: -9.713657880251851
Palabra: 1024HLS Frec: 0 LogProb: -9.713657880251851
Palabra: 1054 Frec: 0 LogProb: -9.713657880251851
Palabra: 109 Frec: 0 LogProb: -9.713657880251851
Palabra: 10G Frec: 0 LogProb: -9.713657880251851
Palabra: 10cent Frec: 0 LogProb: -9.713657880251851
Palabra: 10g Frec: 0 LogProb: -9.713657880251851
Palabra: 10gAS Frec: 0 LogProb: -9.713657880251851
Palabra: 10gr2 Frec: 0 LogProb: -9.713657880251851
Palabra: 11 Frec: 0 LogProb: -9.713657880251851
Palabra: 11g Frec: 0 LogProb: -9.713657880251851
Palabra: 12 Frec: 1 LogProb: -9.020510699691906
Palabra: 12154 Frec: 0 LogProb: -9.713657880251851
Palabra: 1251 Frec: 0 LogProb: -9.713657880251851
Palabra: 12514 Frec: 0 LogProb: -9.713657880251851
Palabra: 12519 Frec: 0 LogProb: -9.713657880251851
Palabra: 12547 Frec: 0 LogProb: -9.713657880251851
Palabra: 12560 Frec: 0 LogProb: -9.713657880251851
Palabra: 12638 Frec: 0 LogProb: -9.713657880251851
Palabra: 127 Frec: 0 LogProb: -9.713657880251851
Palabra: 128bit Frec: 0 LogProb: -9.713657880251851
Palabra: 13 Frec: 0 LogProb: -9.713657880251851
Palabra: 13119 Frec: 0 LogProb: -9.713657880251851
Palabra: 1325 Frec: 0 LogProb: -9.713657880251851
Palabra: 13T11 Frec: 0 LogProb: -9.713657880251851
Palabra: 14 Frec: 0 LogProb: -9.713657880251851
Palabra: 14795 Frec: 0 LogProb: -9.713657880251851
Palabra: 15 Frec: 1 LogProb: -9.020510699691906
Palabra: 15min Frec: 0 LogProb: -9.713657880251851
Palabra: 16 Frec: 0 LogProb: -9.713657880251851
Palabra: 170M Frec: 0 LogProb: -9.713657880251851
Palabra: 18 Frec: 0 LogProb: -9.713657880251851
Palabra: 1900 Frec: 0 LogProb: -9.713657880251851
Palabra: 1970 Frec: 0 LogProb: -9.713657880251851
Palabra: 1D Frec: 0 LogProb: -9.713657880251851
Palabra: 1Z0 Frec: 0 LogProb: -9.713657880251851
Palabra: 1ga Frec: 0 LogProb: -9.713657880251851
Palabra: 1p Frec: 0 LogProb: -9.713657880251851
Palabra: 1s Frec: 0 LogProb: -9.713657880251851
Palabra: 2 Frec: 4 LogProb: -8.104219967817752
Palabra: 20 Frec: 0 LogProb: -9.713657880251851
Palabra: 200 Frec: 0 LogProb: -9.713657880251851
Palabra: 2000 Frec: 0 LogProb: -9.713657880251851
Palabra: 2002 Frec: 0 LogProb: -9.713657880251851
Palabra: 2003 Frec: 0 LogProb: -9.713657880251851
Palabra: 2005 Frec: 0 LogProb: -9.713657880251851
Palabra: 2007 Frec: 0 LogProb: -9.713657880251851
Palabra: 2008 Frec: 1 LogProb: -9.020510699691906
Palabra: 2009 Frec: 0 LogProb: -9.713657880251851
Palabra: 2009b Frec: 0 LogProb: -9.713657880251851
Palabra: 2010 Frec: 1 LogProb: -9.020510699691906
Palabra: 2058 Frec: 0 LogProb: -9.713657880251851
Palabra: 206 Frec: 0 LogProb: -9.713657880251851
Palabra: 209px Frec: 0 LogProb: -9.713657880251851
Palabra: 2147352567 Frec: 0 LogProb: -9.713657880251851
Palabra: 23 Frec: 0 LogProb: -9.713657880251851
Palabra: 24 Frec: 0 LogProb: -9.713657880251851
Palabra: 2400 Frec: 0 LogProb: -9.713657880251851
Palabra: 25 Frec: 0 LogProb: -9.713657880251851
Palabra: 25293 Frec: 0 LogProb: -9.713657880251851
Palabra: 255 Frec: 0 LogProb: -9.713657880251851
Palabra: 266 Frec: 0 LogProb: -9.713657880251851
Palabra: 27 Frec: 1 LogProb: -9.020510699691906
Palabra: 27101 Frec: 0 LogProb: -9.713657880251851
Palabra: 28 Frec: 0 LogProb: -9.713657880251851
Palabra: 28579 Frec: 0 LogProb: -9.713657880251851
Palabra: 2B Frec: 0 LogProb: -9.713657880251851
Palabra: 2D Frec: 1 LogProb: -9.020510699691906
Palabra: 2c Frec: 0 LogProb: -9.713657880251851
